ROWNUM;Name;Location;Type;TypePhoto;Power;AdmArea;X_WGS;Y_WGS;GLOBALID;
445;"Часы";"Варшавское шоссе, д87Б Торговый Центр";"КП 098-01";"";"0.125";"Южный АО";"37.619796";"55.653509";"92386793";
446;"Часы";"Варшавское шоссе, д87 пересечение с Чонгарским б-ром";"КП 098-01";"";"0.125";"Южный АО";"37.620043";"55.653034";"92386794";
447;"Часы";"Алтуфьевское шоссе, д12";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.584822";"55.855317";"92386795";
448;"Часы";"Ярцевская ул., д25 пересечение с Ельнинской ул.";"КП 098-01";"";"0.125";"Западный АО";"37.417204";"55.742323";"92386796";
449;"Часы";"Пика Вильгельма ул., м. ""Ботанический сад""";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.63744";"55.843188";"92386797";
450;"Часы";"Красноказарменная ул., д10";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.698628";"55.75744";"92386798";
451;"Часы";"Балаклавский просп., д5 пересечение с Чертановской ул";"КП 098-01";"";"0.125";"Южный АО";"37.607608";"55.641121";"92386799";
452;"Часы";"Севастопольский просп., д24";"КП 098-01";"";"0.125";"Юго-Западный АО";"37.590203";"55.674171";"92386800";
453;"Часы";"Бутырский вал ул., д8 м.""Белорусская (радиальная)"" у Храма";"КП 098-01";"";"0.125";"Центральный АО";"37.585414";"55.777985";"92386801";
454;"Часы";"Комсомольский просп., д4";"КП 098-01";"";"0.125";"Центральный АО";"37.592458";"55.732905";"92386802";
455;"Часы";"Снежная ул., д1 А м""Ботанический Сад"" 1-я опора после пересечения с ул. Снежная";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.639197";"55.846587";"92386803";
456;"Часы";"Комсомольский просп., д7 пересечение с ул.Тимура Фрунзе";"КП 098-01";"";"0.125";"Центральный АО";"37.591884";"55.731504";"92386804";
457;"Часы";"Пролетарский просп., д2 А";"КП 098-01";"";"0.125";"Южный АО";"37.656894";"55.648778";"92386805";
458;"Часы";"Братиславская ул., д8-10";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.752838";"55.661387";"92386806";
459;"Часы";"Радио ул., д22 пересечение с наб.Академика Туполева";"КП 098-01";"";"0.125";"Центральный АО";"37.683788";"55.762614";"92386807";
460;"Часы";"Мичуринский просп., д45 пересечение с ул.Удальцова";"КП 098-01";"";"0.125";"Западный АО";"37.484663";"55.68971";"92386808";
461;"Часы";"Сущевский Вал ул., д66 пересечение с ул.Верземника";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.62843";"55.792251";"92386809";
462;"Часы";"Шаболовка ул., д10";"КП 098-01";"";"0.125";"Центральный АО";"37.610653";"55.723453";"92386810";
463;"Часы";"Люблинская ул., д94 пожарная часть";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.740327";"55.65846";"92386811";
464;"Часы";"Волгоградский просп., д70 к1";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.758195";"55.706269";"92386812";
465;"Часы";"Рязанский просп., д99 м.""Выхино""";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.818399";"55.715062";"92386813";
466;"Часы";"Корнейчука ул., напротив д40";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.628904";"55.89803";"92386814";
467;"Часы";"Жулебинский б-р, д9 пересечение с Хвалынским б-ром";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.849258";"55.697863";"92386815";
468;"Часы";"Хвалынский б-р, д9 пересечение с Привольной ул.";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.847898";"55.696021";"92386816";
469;"Часы";"Новинский б-р, д31";"КП 098-01";"";"0.125";"Центральный АО";"37.583769";"55.757442";"92386817";
470;"Часы";"Вешняковская ул., д16а";"КП 098-01";"";"0.125";"Восточный АО";"37.827727";"55.725246";"92386818";
471;"Часы";"Энтузиастов шоссе, д56а пересечение с 1-й Владимирской ул.";"КП 098-01";"";"0.125";"Восточный АО";"37.772235";"55.762123";"92386819";
472;"Часы";"Ферганский пр., д14/3";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.816213";"55.692991";"92386820";
473;"Часы";"Рязанский просп., д10";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.759187";"55.726371";"92386821";
474;"Часы";"Шарикоподшипниковская ул., д24 м.""Дубровка""";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.676243";"55.71822";"92386822";
475;"Часы";"Грекова ул., д3а м.""Медведково""";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.661671";"55.885893";"92386823";
476;"Часы";"Широкая ул., д14/2 (1 опора) пересечение с ул.Грекова";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.661756";"55.88729";"92386824";
477;"Часы";"Алтуфьевское шоссе, д86 к1";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.587796";"55.898155";"92386825";
478;"Часы";"Дмитровское шоссе, д131 пересечение с Лобненской ул.";"КП 098-01";"";"0.125";"Северный АО";"37.542565";"55.889387";"92386826";
479;"Часы";"Андропова Ю.В. просп., пересечение с Каширским ш.";"КП 098-01";"";"0.08";"Южный АО";"37.649066";"55.655238";"92386827";
480;"Часы";"Черкизовская Б.ул., пересечение с Краснобогатырской ул.";"КП 098-01";"";"0.125";"Восточный АО";"37.714088";"55.796449";"92386828";
481;"Часы";"Удальцова ул., д23 2 оп. местный пр-д";"КП 098-01";"";"0.125";"Западный АО";"37.510934";"55.674242";"92386829";
482;"Часы";"Бабушкина Летчика ул., д14 пересечение с ул.Печорской";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.674611";"55.863176";"92386830";
483;"Часы";"Печорская ул., д4";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.670197";"55.863474";"92386831";
484;"Часы";"Енисейская ул., д16/21";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.662184";"55.864548";"92386832";
485;"Часы";"Сумская ул., пересечение с Варшавским ш. д128 к2 (4 оп.)";"КП 098-01";"";"0.125";"Южный АО";"37.612497";"55.622663";"92386833";
486;"Часы";"Валовая ул., д21";"КП 098-01";"";"0.125";"Центральный АО";"37.630364";"55.730161";"92386834";
487;"Часы";"Садовая-Кудринская ул., д2/62 пересечение с ул.Малая Никитская";"КП 098-01";"";"0.125";"Центральный АО";"37.585463";"55.75972";"92386835";
488;"Часы";"Солнцевский просп., д28 пересечение с ул.Главмосстроя";"КП 098-01";"";"0.125";"Западный АО";"37.410335";"55.649989";"92386836";
489;"Часы";"Заповедная ул., д2 пересечение с пр.Дежнева";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.630194";"55.870057";"92386837";
490;"Часы";"Перерва ул., д56 пересечение с Мячковским б-ром";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.748728";"55.658643";"92386838";
491;"Часы";"Перерва ул., д43 к1(3 опора)";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.751312";"55.659824";"92386839";
492;"Часы";"Перерва ул., д43 к2 (4 опора) пересечение с Люблинской ул.";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.750191";"55.659398";"92386840";
493;"Часы";"Стремянный пер., напротив д37 м.""Серпуховская""";"КП 098-01";"";"0.125";"Центральный АО";"37.626373";"55.726841";"92386841";
494;"Часы";"Люсиновская ул., д3 напротив м.""Добрынинская""";"КП 098-01";"";"0.125";"Центральный АО";"37.623649";"55.729155";"92386842";
495;"Часы";"Смоленский б-р, д24 Глазовский пер. (3 опора)";"КП 098-01";"";"0.125";"Центральный АО";"37.584429";"55.743175";"92386843";
496;"Часы";"Садовая-Черногрязская ул., д18 пересечение с ул.Машкова";"КП 098-01";"";"0.125";"Центральный АО";"37.654525";"55.764991";"92386844";
497;"Часы";"Земляной вал ул., д14 пересечение с Б.Казенным пер.";"КП 098-01";"";"0.125";"Центральный АО";"37.656951";"55.761931";"92386845";
498;"Часы";"Никитская Б.ул., д57 пересечение с Кудринской пл. к/ц Чайковского";"КП 098-01";"";"0.125";"Центральный АО";"37.585466";"55.758457";"92386846";
499;"Часы";"Нижегородская ул., напротив д52 пересечение с Рогожский пос.";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.7032";"55.735766";"92386847";
500;"Часы";"Садовническая наб., д84";"КП 098-01";"";"0.125";"Центральный АО";"37.642782";"55.734404";"92386848";
501;"Часы";"Калитниковская М.ул., д3 пересечение с ул.Талалихина";"КП 098-01";"";"0.125";"Центральный АО";"37.676513";"55.736825";"92386849";
502;"Часы";"Анадырский пр., д69 ж/д станция ""Лось""";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.711511";"55.881221";"92386850";
