ROWNUM;Name;Location;Type;TypePhoto;Power;AdmArea;X_WGS;Y_WGS;GLOBALID;
257;"Часы";"Волгоградский просп., д46/15 Люблинская ул.";"КП-098";"";"0.08";"Юго-Восточный АО";"37.732162";"55.709073";"92386605";
258;"Часы";"Нахимовский просп., д51/2, Профсоюзная ул.";"КП-098";"";"0.08";"Юго-Западный АО";"37.562543";"55.677361";"92386606";
259;"Часы";"Рязанский просп., д79, Вострухина ул.";"КП-098";"";"0.08";"Юго-Восточный АО";"37.79619";"55.716929";"92386607";
260;"Часы";"Мира просп., д180, Б. Галушкина ул.";"КП-098";"";"0.08";"Северо-Восточный АО";"37.646902";"55.825557";"92386608";
261;"Часы";"Дежнёва пр., д29 к1 Заповедная ул.";"КП-098";"";"0.08";"Северо-Восточный АО";"37.629649";"55.869933";"92386609";
262;"Часы";"Ленинский просп., д22";"КП-098";"";"0.08";"Южный АО";"37.591817";"55.715697";"92386610";
263;"Часы";"Люблинская ул., д169 угол Новочеркасского б-ра м.""Марьино""";"КП-098";"";"0.125";"Юго-Восточный АО";"37.744606";"55.648794";"92386611";
264;"Часы";"Мира просп., д124 к4 напротив д105";"КП-098";"";"0.08";"Северо-Восточный АО";"37.638901";"55.815619";"92386612";
265;"Часы";"Радонежского Сергия ул., д31 Золоторожский вал ул.";"КП-098";"";"0.08";"Центральный АО";"37.679772";"55.746778";"92386613";
266;"Часы";"Радонежского Сергия ул., д29 Золоторожский вал ул.";"КП-098";"";"0.08";"Центральный АО";"37.679307";"55.74681";"92386614";
267;"Часы";"Красногвардейский 2-й пр., ; напротив м.""Международная""";"КП-098";"";"0.08";"Центральный АО";"37.533619";"55.747589";"92386615";
268;"Часы";"Рижская пл., д1 (вокзал) Сущевский вал ул.";"КП-098";"";"0.08";"Центральный АО";"37.633097";"55.792079";"92386616";
269;"Часы";"Сокольническая пл., д9 к2, Русаковская ул.";"КП-098";"";"0.08";"Восточный АО";"37.682347";"55.789629";"92386617";
270;"Часы";"Народного Ополчения ул., д45 Маршала Бирюзова ул.";"КП-098";"";"0.125";"Северо-Западный АО";"37.493117";"55.793429";"92386618";
271;"Часы";"Каланчевская ул., д17";"КП-098";"";"0.125";"Центральный АО";"37.652503";"55.773441";"92386619";
272;"Часы";"Каланчевская ул., д35";"КП-098";"";"0.125";"Центральный АО";"37.648651";"55.776789";"92386620";
273;"Часы";"Волгоградский просп., д22";"КП-098";"";"0.08";"Юго-Восточный АО";"37.678539";"55.72824";"92386621";
274;"Часы";"Крутицкий 3-й пер., д18 м""Пролетарская""";"КП-098";"";"0.08";"Центральный АО";"37.664532";"55.731782";"92386622";
275;"Часы";"Мира просп., д56 Орлово-Давыдковский пер.";"КП-098";"";"0.08";"Центральный АО";"37.635252";"55.78455";"92386623";
276;"Часы";"Мира просп., д76 Крестовский пер.";"КП-098";"";"0.08";"Центральный АО";"37.634949";"55.791046";"92386624";
277;"Часы";"Мира просп., д44 Протопоповский пер.";"КП-098";"";"0.08";"Центральный АО";"37.633698";"55.781018";"92386625";
278;"Часы";"Мира просп., д47 Капельский пер.";"КП-098";"";"0.08";"Центральный АО";"37.634115";"55.78311";"92386626";
279;"Часы";"Мира просп., д66, 1-я опора после пересечения с Банным пер., из центра";"КП 098-04/1";"";"0.1";"Центральный АО";"37.635227";"55.786464";"92386627";
280;"Часы";"Зеленый просп., д31/33 пересечение с 3-й Владимирской ул.";"КП 098-04/1";"";"0.1";"Восточный АО";"37.791686";"55.752472";"92386628";
281;"Часы";"Райниса Яна б-р, д14 к1";"КП 098-04/1";"";"0.1";"Северо-Западный АО";"37.42049";"55.848901";"92386629";
282;"Часы";"Ореховый б-р, д9-11, 3-я опора после пересеч. с Домодедовской,из центра";"КП 098-04/1";"";"0.1";"Южный АО";"37.710574";"55.609891";"92386630";
283;"Часы";"Бирюлевская ул., д58 к1 пересечение с местным пр-";"КП 098-04/1";"";"0.1";"Южный АО";"37.670846";"55.580464";"92386631";
284;"Часы";"Профсоюзная ул., д152 пересечение с ул.Теплый Стан (11 оп)";"КП 098-04/1";"";"0.1";"Юго-Западный АО";"37.508301";"55.622251";"92386632";
285;"Часы";"Киевского вокзала пл., д2 м.""Киевская""";"КП 098-04/1";"";"0.1";"Западный АО";"37.56481";"55.743547";"92386633";
286;"Часы";"Вернадского просп., д29";"КП 098-04/1";"";"0.1";"Юго-Западный АО";"37.516401";"55.681959";"92386634";
287;"Часы";"Кулаков пер., напротив д7";"КП 098-04/1";"";"0.1";"Северо-Восточный АО";"37.639575";"55.804555";"92386635";
288;"Часы";"Бирюлевская ул., д52";"КП 098-01";"";"0.08";"Южный АО";"37.668405";"55.584118";"92386636";
289;"Часы";"Авиамоторная ул., д16 м.""Авиамоторная""";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.716749";"55.75203";"92386637";
290;"Часы";"Ленинский просп., д81/2";"КП 098-01";"";"0.125";"Юго-Западный АО";"37.539896";"55.684082";"92386638";
291;"Часы";"Рязанский просп., д30 к2 пересечение с Окской ул.";"КП 098-01";"";"0.08";"Юго-Восточный АО";"37.783718";"55.718415";"92386639";
292;"Часы";"Ангарская ул., д2/2, 2-я опора до пересечения с Новой ул.";"КП 098-04/1";"";"0.14";"Северный АО";"37.511207";"55.870233";"92386640";
293;"Часы";"Дорожная ул., д20 к2";"КП 098-04/1";"";"0.14";"Южный АО";"37.621887";"55.601826";"92386641";
294;"Часы";"Паустовского ул., д8 к1, 14-я опора после пересечения с Новоясеневским просп.";"КП 098-04/1";"";"0.14";"Юго-Западный АО";"37.539073";"55.599033";"92386642";
295;"Часы";"Рязанский просп., д75, напротив магазина ""Сударь""";"КП 098-04/1";"";"0.14";"Юго-Восточный АО";"37.791791";"55.717654";"92386643";
296;"Часы";"Перерва ул., д24, 2-я опора после пересечения с ул.М.Голованова";"КП 098-04/1";"";"0.14";"Юго-Восточный АО";"37.730199";"55.651795";"92386644";
297;"Часы";"800 летия Москвы ул., д4 к1, 1-я опора после пересечения с ул.С.Ковалевской";"КП 098-04/1";"";"0.14";"Северный АО";"37.533383";"55.876117";"92386645";
298;"Часы";"Онежская ул., д32, 1-я опора после пересечения с Флотской ул.";"КП 098-04/1";"";"0.14";"Северный АО";"37.511534";"55.857599";"92386646";
299;"Часы";"Флотская ул., д9 к1, 1 -я опора до пересечения с ул.Ляпидевского";"КП 098-04/1";"";"0.14";"Северный АО";"37.499716";"55.853517";"92386647";
300;"Часы";"Ляпидевского ул., д16, 7-я опора до пересечения с Фестивальной ул.";"КП 098-04/1";"";"0.14";"Северный АО";"37.494656";"55.857803";"92386648";
301;"Часы";"Булатниковская ул., д5 к5";"КП 098-04/1";"";"0.14";"Южный АО";"37.652661";"55.579901";"92386649";
302;"Часы";"Ижорская ул., н-в д43 по Коровинскому ш., 1 -я опора после пересечения с Коровинским ш.";"КП 098-04/1";"";"0.14";"Северный АО";"37.510455";"55.888846";"92386650";
303;"Часы";"Панфиловский просп., корп.924, 6-я опора после Солнечной аллеи";"КП 098-03";"";"0.12";"Зеленоградский АО";"37.180235";"55.984576";"92386651";
304;"Часы";"Зеленоградская ул., д13Б стр1, 14-я опора до пересечения с Фестивальной ул., при движении из центра";"КП 098-03";"";"0.12";"Северный АО";"37.507429";"55.868949";"92386652";
305;"Часы";"Краснодонская ул., д13, 1-я опора после пересечения со Ставропольской ул.";"КП 098-01";"";"0.12";"Юго-Восточный АО";"37.749461";"55.681088";"92386653";
306;"Часы";"Алтуфьевское шоссе, д6, 4-я опора после моста, при движении в центр";"КП 098-01";"";"0.12";"Северо-Восточный АО";"37.585011";"55.852078";"92386654";
307;"Часы";"Бакунинская ул., д24 Спартаковский пер.";"КП-098";"";"0.125";"Центральный АО";"37.683553";"55.77449";"92386655";
308;"Часы";"Бакунинская ул., д26/30 Спартаковская пл.";"КП-098";"";"0.08";"Центральный АО";"37.684592";"55.774956";"92386656";
309;"Часы";"Каланчевская ул., д15А Орликов пер.";"КП-098";"";"0.125";"Центральный АО";"37.651783";"55.772017";"92386657";
310;"Часы";"Миклухо-Маклая ул., д37.";"КП-098";"";"0.125";"Юго-Западный АО";"37.52096";"55.644879";"92386658";
311;"Часы";"Полбина ул., д2 к1, Шоссейная ул.";"КП-098";"";"0.125";"Юго-Восточный АО";"37.727315";"55.690971";"92386659";
312;"Часы";"Ореховый б-р, д14 Г Каширское ш.";"АЧС-800";"";"0.08";"Южный АО";"37.716654";"55.610909";"92386660";
313;"Часы";"Кутузовский просп., д34";"КП-098";"";"0.125";"Западный АО";"37.529168";"55.73906";"92386661";
314;"Часы";"Буденного просп., д53 Энтузиастов ш.";"КП-098";"";"0.125";"Восточный АО";"37.740779";"55.756618";"92386662";
315;"Часы";"Коровий вал ул., д1";"КП-098";"";"0.125";"Центральный АО";"37.62206";"55.729429";"92386663";
316;"Часы";"Хорошёвское шоссе, д66 пересечение с Березовой Рощей пр.";"КП-098";"";"0.125";"Северный АО";"37.527264";"55.777525";"92386664";
317;"Часы";"Люблинская ул., пересечение с ул.Перерва";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.74134";"55.655807";"92386665";
318;"Часы";"Каширское шоссе, д26 Г пересечение с местным пр.";"КП 098-01";"";"0.125";"Южный АО";"37.647615";"55.653943";"92386666";
319;"Часы";"Косыгина ул., д1/34";"КП-098";"";"0.125";"Юго-Западный АО";"37.575538";"55.707571";"92386667";
320;"Часы";"Кутузовский просп., д88 Фабрика моды,угол ул.Клочкова д2";"КП-098";"";"0.125";"Западный АО";"37.450951";"55.724553";"92386668";
321;"Часы";"Старокачаловская ул., д22";"КП 098-01";"";"0.125";"Юго-Западный АО";"37.58406";"55.569832";"92386669";
322;"Часы";"Профсоюзная ул., д55 пересечение с ул.Наметкина";"КП 098-01";"";"0.125";"Юго-Западный АО";"37.548818";"55.664396";"92386670";
323;"Часы";"Стратонавтов пр., напротив д9/2";"КП 098-01";"";"0.125";"Северо-Западный АО";"37.437408";"55.827233";"92386671";
324;"Часы";"Шмитовский пр., д24";"КП 098-01";"";"0.125";"Центральный АО";"37.540603";"55.756408";"92386672";
325;"Часы";"Зеленодольская ул., д41";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.766344";"55.703615";"92386673";
326;"Часы";"Варшавское шоссе, платформа""Нижние Котлы""";"КП 098-01";"";"0.125";"Южный АО";"37.621628";"55.682262";"92386674";
327;"Часы";"Краснопрудная ул., д1";"КП 098-01";"";"0.125";"Центральный АО";"37.659223";"55.776687";"92386675";
328;"Часы";"Тверской Заставы площадь, д7 м.""Белорусская""-рад.";"КП 098-01";"";"0.125";"Центральный АО";"37.582011";"55.776987";"92386676";
329;"Часы";"Бакунинская ул., д71";"КП 098-01";"";"0.125";"Центральный АО";"37.692208";"55.779602";"92386677";
330;"Часы";"Сыромятническая Верхн.ул., д2 пересечение со 2-м Сыромятническим пер.";"КП 098-01";"";"0.125";"Центральный АО";"37.66066";"55.754365";"92386678";
331;"Часы";"Боровское шоссе, напротив д29";"КП 098-01";"";"0.125";"Западный АО";"37.363185";"55.644649";"92386679";
332;"Часы";"Вешняковская ул., д17а";"КП 098-01";"";"0.125";"Восточный АО";"37.82975";"55.734375";"92386680";
333;"Часы";"Басманная Нов.ул., д37а";"КП 098-01";"";"0.125";"Центральный АО";"37.668542";"55.769591";"92386681";
334;"Часы";"Мира просп., д188 б пересечение с Ростокинской ул.";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.65761";"55.835976";"92386682";
335;"Часы";"Пролетарский просп., д15 к6";"КП 098-01";"";"0.125";"Южный АО";"37.656174";"55.643611";"92386683";
336;"Часы";"Варшавское шоссе, напротив д52/5 пересечение с Симферопольским пр.";"КП 098-01";"";"0.125";"Южный АО";"37.621227";"55.666104";"92386684";
337;"Часы";"Ленинградский просп., д1";"КП 098-01";"";"0.125";"Северный АО";"37.580225";"55.77821";"92386685";
338;"Часы";"Серпуховская Б.ул., напротив д17";"КП 098-01";"";"0.125";"Центральный АО";"37.625032";"55.726667";"92386686";
339;"Часы";"Рязанский просп., д76 к2";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.818981";"55.711429";"92386687";
340;"Часы";"Ташкентская ул., д10/17";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.817646";"55.705688";"92386688";
341;"Часы";"Садовая-Кудринская ул., д32 ст. м.""Маяковская""";"КП 098-01";"";"0.125";"Центральный АО";"37.590755";"55.765621";"92386689";
342;"Часы";"Академическая Б.ул., д44 3-я опора до пересечения с Академическим просп. от центра";"КП 098-01";"";"0.125";"Северный АО";"37.54794";"55.839975";"92386690";
343;"Часы";"Черкизовская Б.ул., напротив д125 м.""Черкизовская"" мост";"КП 098-01";"";"0.125";"Восточный АО";"37.745036";"55.801613";"92386691";
344;"Часы";"Дмитровское шоссе, напротив д1 съезд с ул.Руставелли";"КП 098-01";"";"0.125";"Северный АО";"37.578793";"55.811089";"92386692";
345;"Часы";"Волкова космонавта ул., д12, 1-я опора после пересечения с ул.Б.Академическая при движении от Ленинградского ш.";"КП 098-01";"";"0.125";"Северный АО";"37.519069";"55.815911";"92386693";
346;"Часы";"Лескова ул., д14 1-я опора после пересечения с ул.Мурановской";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.603909";"55.897854";"92386694";
347;"Часы";"Лескова ул., д32, 2-я опора до поворота на у.Плещеева из центра";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.619329";"55.891727";"92386695";
348;"Часы";"Волгоградский просп., д121 пересечение с Зеленодольской ул.";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.766576";"55.705433";"92386696";
349;"Часы";"Рублевское шоссе, д48 пересечение с Осенним бульв.";"КП 098-01";"";"0.125";"Западный АО";"37.40825";"55.752147";"92386697";
350;"Часы";"Кутузовский просп., д61 напротив Славянского б-ра д3-5";"КП 098-01";"";"0.125";"Западный АО";"37.472728";"55.728066";"92386698";
351;"Часы";"Дмитровское шоссе, напротив д89 к1, пересечение с Коровинским ш.";"КП 098-01";"";"0.125";"Северный АО";"37.546558";"55.868796";"92386699";
352;"Часы";"Дмитровское шоссе, д97";"КП 098-01";"";"0.125";"Северный АО";"37.547281";"55.87364";"92386700";
353;"Часы";"Киевская ул., д18 м.""Студенческая""";"КП 098-01";"";"0.125";"Западный АО";"37.548521";"55.7391";"92386701";
354;"Часы";"Люблинская ул., д72 ЛМЗ";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.74053";"55.668845";"92386702";
355;"Часы";"Юных Ленинцев ул., д26 пересечение с Волжским б-ром";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.749497";"55.700388";"92386703";
356;"Часы";"Волгоградский просп., д42 пересечение с Шоссейной ул.";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.723849";"55.71126";"92386704";
357;"Часы";"Совхозная ул., напротив д45 пересечение с Краснодарской ул.";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.76238";"55.676587";"92386705";
358;"Часы";"Варшавское шоссе, д100";"КП 098-01";"";"0.125";"Южный АО";"37.619377";"55.645673";"92386706";
359;"Часы";"Баррикадная ул., д1";"КП 098-01";"";"0.125";"Центральный АО";"37.58143";"55.759763";"92386707";
360;"Часы";"Земляной вал ул., д33";"КП 098-01";"";"0.125";"Центральный АО";"37.658035";"55.758242";"92386708";
361;"Часы";"Шаболовка ул., д50";"КП 098-01";"";"0.125";"Южный АО";"37.606468";"55.713361";"92386709";
362;"Часы";"Шаболовка ул., д37 н-в м.""Шаболовская""";"КП 098-01";"";"0.125";"Южный АО";"37.609034";"55.718263";"92386710";
363;"Часы";"Симферопольский б-р, д15/5 пересечение с Симферопольским б-ром";"КП 098-01";"";"0.125";"Южный АО";"37.605802";"55.653419";"92386711";
364;"Часы";"Новокузнецкая ул., д43/16, м.""Павелецкая"" пересечение с Зацепским валом";"КП 098-01";"";"0.125";"Центральный АО";"37.636017";"55.731249";"92386712";
365;"Часы";"Новоясеневский просп., д21 к1 м.""Битцевский парк""";"КП 098-01";"";"0.125";"Юго-Западный АО";"37.55616";"55.599724";"92386713";
366;"Часы";"Земляной вал ул., д41/2 магазин ""Людмила""";"КП 098-01";"";"0.125";"Центральный АО";"37.657268";"55.754551";"92386714";
367;"Часы";"Филевская Б. ул., д11/2 пересечение с Физкультурным пр.";"КП 098-01";"";"0.125";"Западный АО";"37.501309";"55.749088";"92386715";
368;"Часы";"Королева Академика ул., напротив д13";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.617118";"55.821349";"92386716";
369;"Часы";"Королева Академика ул., д5 пересечение с ул.Цандера";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.629773";"55.821256";"92386717";
370;"Часы";"Мичуринский просп., д21 к1";"КП 098-01";"";"0.125";"Западный АО";"37.502612";"55.699427";"92386718";
371;"Часы";"Комсомольская пл., д2";"АЧС-800";"";"0.08";"Центральный АО";"37.655431";"55.774511";"92386719";
372;"Часы";"Останкинская 1-я ул., д53";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.632886";"55.823605";"92386720";
373;"Часы";"Мира просп., д97 часы с GPS";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.636906";"55.80969";"92386721";
374;"Часы";"Бибиревская ул., д10 пересечение с Костромской ул.";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.602218";"55.88255";"92386722";
375;"Часы";"Садовая-Черногрязская ул., д6";"КП 098-01";"";"0.125";"Центральный АО";"37.6505";"55.767758";"92386723";
376;"Часы";"Продольный проезд, Главный вход на ВВЦ 3-я опора";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.638049";"55.825595";"92386724";
377;"Часы";"Мира просп., д146 м""ВДНХ"",выход в ст. ул.Ярославская, Кибальчича";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.641271";"55.819986";"92386725";
378;"Часы";"Революции пл., д7, 2-я опора от музея Современной истории от Манежной пл.";"КП 098-01";"";"0.125";"Центральный АО";"37.619264";"55.756801";"92386726";
379;"Часы";"Русаковская ул., напротив д26, 1-я опора после пересечения со ""-м Полевым пер. в центр";"КП 098-01";"";"0.125";"Восточный АО";"37.681731";"55.789777";"92386727";
380;"Часы";"Земляной вал ул., д37 к2";"КП 098-01";"";"0.125";"Центральный АО";"37.58379";"55.74359";"92386728";
381;"Часы";"Земляной вал ул., д29 площадь Курского вокзала";"КП 098-01";"";"0.125";"Центральный АО";"37.66008";"55.758355";"92386729";
382;"Часы";"Кольская ул., напротив д2";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.653974";"55.856894";"92386730";
383;"Часы";"Шокальского пр., д15 1-я опора на разделительном островке до пересечения с ул.Молодцова";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.644798";"55.877409";"92386731";
384;"Часы";"Кондратюка ул., напротив д2";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.637255";"55.820224";"92386732";
385;"Часы";"Бабушкина Летчика ул., д11/1, 1-я опора после пересечения с ул.Коминтерна";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.673871";"55.860856";"92386733";
386;"Часы";"Открытое шоссе, д5 к11";"КП 098-01";"";"0.125";"Восточный АО";"37.732422";"55.814961";"92386734";
387;"Часы";"Черкизовская Б.ул., д9";"КП 098-01";"";"0.125";"Восточный АО";"37.722338";"55.79738";"92386735";
388;"Часы";"Тверская-Ямская 1-я ул., д2-4 новый выход м.""Маяковская""";"КП 098-01";"";"0.125";"Центральный АО";"37.595843";"55.769912";"92386736";
389;"Часы";"Варшавское шоссе, напротив д88";"КП 098-01";"";"0.125";"Южный АО";"37.619302";"55.649444";"92386737";
390;"Часы";"Пятницкий пер., напротив д25, 1-я опора на пересечении с Садовническим пр. напротив д25 м.""Новокузнецкая""";"КП 098-01";"";"0.125";"Центральный АО";"37.629796";"55.742388";"92386738";
391;"Часы";"Щелковское шоссе, д90";"КП 098-01";"";"0.125";"Восточный АО";"37.821096";"55.811684";"92386739";
392;"Часы";"Мира просп., д186 Б, 1-я опора на островке при съезде на ул.Сельскохозяйственная";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.651472";"55.831048";"92386740";
393;"Часы";"Фестивальная ул., д13 к1, 11-я опора до пересечения с Ленинградским ш. в ст. Ленинградского ш.";"КП 098-01";"";"0.125";"Северный АО";"37.477488";"55.855518";"92386741";
394;"Часы";"Вернадского просп., д14";"КП 098-01";"";"0.125";"Западный АО";"37.505466";"55.676438";"92386742";
395;"Часы";"Докукина ул., д17";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.648712";"55.841011";"92386743";
396;"Часы";"Коштоянца ул., д47";"КП 098-01";"";"0.125";"Западный АО";"37.477359";"55.670805";"92386744";
397;"Часы";"Люблинская ул., д14 пересечение с ул.Юных Ленинцев";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.733606";"55.699124";"92386745";
398;"Часы";"Азовская ул., д25/1 м ""Севастопольская""";"КП 098-01";"";"0.125";"Юго-Западный АО";"37.598262";"55.652007";"92386746";
399;"Часы";"Широкая ул., д14/2";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.66106";"55.887529";"92386747";
400;"Часы";"Анадырский пр., д21 пересечение с ул.Менжинского";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.683177";"55.86426";"92386748";
401;"Часы";"Автозаводская ул., д16 к1 пересечение с ул.Ленинская Слобода";"КП 098-01";"";"0.125";"Южный АО";"37.64507";"55.703903";"92386749";
402;"Часы";"Кибальчича ул., напротив д9 пересечение с Ярославской ул.";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.646485";"55.816245";"92386750";
403;"Часы";"Ярославская ул., д10 Б, Ракетный б-р";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.647269";"55.818062";"92386751";
404;"Часы";"Волжский б-р, д54 м.""Волжская""";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.755461";"55.690647";"92386752";
405;"Часы";"Мира просп., д169 пересечение с ул.Докукина";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.658333";"55.836531";"92386753";
406;"Часы";"Бутырский вал ул., д68/70";"КП 098-01";"";"0.125";"Центральный АО";"37.588381";"55.788786";"92386754";
407;"Часы";"Полянка Б.ул., д28 стр2";"КП 098-01";"";"0.125";"Центральный АО";"37.618087";"55.734983";"92386755";
408;"Часы";"Земляной вал ул., д2/50 пересечение с ул.Покровка";"КП 098-01";"";"0.125";"Центральный АО";"37.656093";"55.763761";"92386756";
409;"Часы";"Новорязанская ул., д2/7 пересечение с Рязанским пр.";"КП 098-01";"";"0.125";"Центральный АО";"37.654779";"55.771852";"92386757";
410;"Часы";"Синичкина 2-я ул., между д17-79";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.716463";"55.761131";"92386758";
411;"Часы";"Походный пр., д3";"КП 098-01";"";"0.125";"Северо-Западный АО";"37.412381";"55.83595";"92386759";
412;"Часы";"Походный пр., д2";"КП 098-01";"";"0.125";"Северо-Западный АО";"37.407196";"55.832364";"92386760";
413;"Часы";"Тверская-Ямская 1-я ул., д36 пересечение с Лесной ул. д2";"КП 098-01";"";"0.125";"Центральный АО";"37.585465";"55.7764";"92386761";
414;"Часы";"Сходненская ул., д5";"КП 098-01";"";"0.125";"Северо-Западный АО";"37.438024";"55.838152";"92386762";
415;"Часы";"Свободы ул., д24/9 пересечение с Малой Набережной ул.";"КП 098-01";"";"0.125";"Северо-Западный АО";"37.454153";"55.834655";"92386763";
416;"Часы";"Ленинский просп., д90 2 оп. пересечение с ул.Удальцова";"КП 098-01";"";"0.125";"Юго-Западный АО";"37.520467";"55.671425";"92386764";
417;"Часы";"Сходненская ул., д37 (3 опора) ул.Яна Райниса";"КП 098-01";"";"0.125";"Северо-Западный АО";"37.439721";"55.849819";"92386765";
418;"Часы";"Сходненская ул., д37 (2 опора) ул.Яна Райниса";"КП 098-01";"";"0.125";"Северо-Западный АО";"37.439267";"55.84966";"92386766";
419;"Часы";"Щелковское шоссе, д93 АЗС пересечение с Хабаровской ул.";"КП 098-01";"";"0.125";"Восточный АО";"37.828492";"55.813327";"92386767";
420;"Часы";"Судостроительная ул., д20 пересечение с Затонной ул.";"КП 098-01";"";"0.125";"Южный АО";"37.681465";"55.682742";"92386768";
421;"Часы";"Сигнальный пр., д6А м.""Владыкино"" (2-я опора)";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.590102";"55.848319";"92386769";
422;"Часы";"Коломенский пр., д7 пересечение с пр-том Андропова";"КП 098-01";"";"0.125";"Южный АО";"37.659717";"55.667467";"92386770";
423;"Часы";"Варшавское шоссе, м ""Академика Янгеля"", пересечение с Россошанской ул.";"КП 098-01";"";"0.125";"Южный АО";"37.602397";"55.595622";"92386771";
424;"Часы";"Котляковская ул., д7 пересечение с 1-м Котляковским пер.";"КП 098-01";"";"0.125";"Южный АО";"37.64176";"55.644737";"92386772";
425;"Часы";"Котляковский 1-й пер., д4А пересечение с Котляковской ул.";"КП 098-01";"";"0.125";"Южный АО";"37.642251";"55.645242";"92386773";
426;"Часы";"Лобачевского ул., напротив д42";"КП 098-01";"";"0.125";"Западный АО";"37.502052";"55.667912";"92386774";
427;"Часы";"Ленинский просп., д37 северный вход м ""Ленинский просп."", 1 -я опора в выхода";"КП 098-01";"";"0.125";"Южный АО";"37.587718";"55.708597";"92386775";
428;"Часы";"Зубовский б-р, д2";"КП 098-01";"";"0.125";"Центральный АО";"37.59305";"55.736176";"92386776";
429;"Часы";"Привольная ул., д71 пересечение с ул.Генерала Кузнецова";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.850213";"55.680296";"92386777";
430;"Часы";"Космонавтов ул., д28";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.663293";"55.821211";"92386778";
431;"Часы";"Юных Ленинцев ул., д43/33 пересечение с Волжским б-ром";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.753005";"55.700857";"92386779";
432;"Часы";"Подольское шоссе., д1 пересечение с ул.Даниловский Вал";"КП 098-01";"";"0.125";"Южный АО";"37.623407";"55.71152";"92386780";
433;"Часы";"Саранская ул., д8 пересечение с ул.Генерала Кузнецова";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.551832";"55.665961";"92386781";
434;"Часы";"Кузнецова Генерала ул., д23-26 пересечение с ул.Авиаконструктора Миля";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.854786";"55.684118";"92386782";
435;"Часы";"Красный Маяк ул., д2Г (3 опора) Пражский Пассаж";"КП 098-01";"";"0.125";"Южный АО";"37.60481";"55.610949";"92386783";
436;"Часы";"Красный Маяк ул., д2Г (6 опора) Пражский Пассаж";"КП 098-01";"";"0.125";"Южный АО";"37.606435";"55.610667";"92386784";
437;"Часы";"Смоленская ул., д7 пересечение с Ростовским пер.";"КП 098-01";"";"0.125";"Центральный АО";"37.57712";"55.745391";"92386785";
438;"Часы";"Новомарьинская ул., д7";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.750548";"55.651832";"92386786";
439;"Часы";"Адмирала Лазарева ул., д11 м.""Бульвар Адмирала Ушакова""";"КП 098-01";"";"0.125";"Юго-Западный АО";"37.541294";"55.545137";"92386787";
440;"Часы";"Фрунзенская наб., д18";"КП 098-01";"";"0.125";"Центральный АО";"37.592676";"55.729167";"92386788";
441;"Часы";"Волоколамское шоссе, д15";"КП 098-01";"";"0.125";"Северный АО";"37.491932";"55.809413";"92386789";
442;"Часы";"Каширское шоссе, д56 к1";"КП 098-01";"";"0.125";"Южный АО";"37.670937";"55.646192";"92386790";
443;"Часы";"Белореченская ул., д43 пересечение с Новомарьинской ул.";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.773495";"55.662227";"92386791";
444;"Часы";"Шоссейная ул., д39/1";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.72325";"55.677125";"92386792";
